seed,dataset,model,method,n_samples,accuracy,balanced_accuracy,precision,recall,f1,privileged_positive_rate,unprivileged_positive_rate,demographic_parity_ratio,demographic_parity_difference,privileged_tpr,unprivileged_tpr,privileged_fpr,unprivileged_fpr,tpr_gap,fpr_gap,equalized_odds_gap,fairness_pass,roc_auc,intervention_rate,total_interventions,rolling_avg_dpr,rolling_min_dpr,rolling_fair_rate,rolling_max_eo_gap,rolling_tail_avg_dpr,rolling_tail_fair_rate,rolling_tail_max_eo_gap,accuracy_delta_vs_base,dpr_delta_vs_base,coda_threshold_updates,coda_damping_events,coda_lambda_mean,coda_lambda_max,coda_lambda_final,coda_dpr_mean,coda_dpr_std,coda_tau_initial_group_0,coda_tau_final_group_0,coda_tau_mean_group_0,coda_tau_range_group_0,coda_tau_initial_group_1,coda_tau_final_group_1,coda_tau_mean_group_1,coda_tau_range_group_1
42,compas,xgboost,coda_full,2648.0,0.7020392749244713,0.7019669587440671,0.6940244780417567,0.7259036144578314,0.7096061832903938,0.532,0.5200242718446602,0.9774892327907145,-0.011975728155339871,0.7048300536672629,0.741222366710013,0.3129251700680272,0.3265073947667804,0.036392313042750035,0.013582224698753198,0.036392313042750035,1.0,0.7761420682730924,0.11669184290030211,309.0,1.0646276081363153,0.0,0.6910876132930514,1.0,1.0763614178273335,0.7036181678214011,0.7028985507246377,-0.00415407854984895,0.354317808793975,2056.0,493.0,0.9995707632689306,3.9945958150064387,0.49521114907397606,0.8161762265830885,0.13866950972224915,0.5,0.3832342223178074,0.42757034902809743,0.11999999999999972,0.6,0.5276902358837974,0.5769995206255912,0.1287339294346994
42,compas,xgboost,coda_no_damping,2648.0,0.7020392749244713,0.70186427528295,0.6822177146720757,0.759789156626506,0.7189169932312076,0.577,0.5473300970873787,0.9485790244148677,-0.029669902912621282,0.7495527728085868,0.7672301690507152,0.35827664399092973,0.35494880546075086,0.017677396242128385,-0.0033278385301788727,0.017677396242128385,1.0,0.7761420682730924,0.11593655589123868,307.0,1.0169778725421668,0.0,0.6869335347432024,1.0,1.0277507891415805,0.6993841416474211,0.7166666666666666,-0.00415407854984895,0.3254076004181282,2072.0,0.0,1.096556926466482,4.072467837439556,0.856664730773984,0.832608214657351,0.12461788299952777,0.5,0.38968781468188685,0.4058193329217938,0.12,0.6,0.4991123702863567,0.5505382449859517,0.12152059286953859
42,compas,xgboost,coda_no_warmup,2648.0,0.7016616314199395,0.7015858890105878,0.6932471264367817,0.7266566265060241,0.7095588235294118,0.534,0.5206310679611651,0.9749645467437548,-0.013368932038834935,0.7048300536672629,0.7425227568270482,0.31746031746031744,0.3265073947667804,0.037692703159785235,0.00904707730646298,0.037692703159785235,1.0,0.7761420682730924,0.1163141993957704,308.0,1.0597831336186925,0.0,0.6925981873111783,1.0,1.0714237086192253,0.7051578137028484,0.7028985507246377,-0.004531722054380682,0.35179312274701524,2094.0,501.0,0.9871279525166634,3.888749444327642,0.5517609632794047,0.8158417264448684,0.13568830643296312,0.5,0.3837947030725902,0.42763317287586505,0.12,0.6,0.5173369626252983,0.5752008535070028,0.12990374132331106
42,compas,xgboost,coda_no_ema,2648.0,0.7012839879154078,0.7012139466958744,0.6935832732516222,0.7243975903614458,0.7086556169429098,0.531,0.5194174757281553,0.978187336587863,-0.011582524271844696,0.7012522361359571,0.741222366710013,0.31519274376417233,0.3253697383390216,0.03997013057405585,0.010176994574849274,0.03997013057405585,1.0,0.7761420682730924,0.11669184290030211,309.0,1.0661996749225437,0.0,0.6986404833836858,1.0,1.0779637399404718,0.7113163972286374,0.7028985507246377,-0.004909365558912415,0.35501591259112353,2043.0,477.0,0.9636223446831658,3.793104314540659,0.5473003228834945,0.8175094288736695,0.13731265690297462,0.5,0.3834798493760675,0.4289130356642116,0.12,0.6,0.5152421902063569,0.5760070126605787,0.12796297119720268
42,compas,xgboost,coda_naive_init,2648.0,0.7009063444108762,0.7006503285870755,0.6729032258064516,0.7853915662650602,0.724808895066018,0.621,0.5637135922330098,0.9077513562528338,-0.05728640776699023,0.7871198568872988,0.7841352405721717,0.41043083900226757,0.3708759954493743,-0.002984616315127142,-0.03955484355289329,0.03955484355289329,1.0,0.7761420682730924,0.12613293051359517,334.0,0.9690274759987153,0.0,0.665785498489426,1.0,0.9785702249863256,0.6778290993071594,0.75,-0.005287009063444037,0.28457993225609424,2228.0,613.0,1.3263587829809538,5.0,2.130916989615797,0.8265794190687322,0.12030643172286642,0.5,0.38,0.3931789895068613,0.12,0.5,0.6199999999999249,0.5257037419123104,0.23999999936348182
42,compas,xgboost,coda_no_overshoot,2648.0,0.7020392749244713,0.7019669587440671,0.6940244780417567,0.7259036144578314,0.7096061832903938,0.532,0.5200242718446602,0.9774892327907145,-0.011975728155339871,0.7048300536672629,0.741222366710013,0.3129251700680272,0.3265073947667804,0.036392313042750035,0.013582224698753198,0.036392313042750035,1.0,0.7761420682730924,0.11669184290030211,309.0,1.0646276081363153,0.0,0.6910876132930514,1.0,1.0763614178273335,0.7036181678214011,0.7028985507246377,-0.00415407854984895,0.354317808793975,2056.0,493.0,0.9995707632689306,3.9945958150064387,0.49521114907397606,0.8161762265830885,0.13866950972224915,0.5,0.3832342223178074,0.42757034902809743,0.11999999999999972,0.6,0.5276902358837974,0.5769995206255912,0.1287339294346994
42,german_credit,xgboost,base_model,200.0,0.84,0.7904761904761904,0.8648648648648649,0.9142857142857143,0.888888888888889,0.75,0.71875,0.9583333333333334,-0.03125,0.9263157894736842,0.8888888888888888,0.34146341463414637,0.3157894736842105,-0.037426900584795364,-0.02567394094993586,0.037426900584795364,1.0,0.9078571428571429,0.0,0.0,1.0286463404628687,0.0,0.875,1.0,0.9383214916277193,0.8466666666666667,0.41818181818181815,0.0,0.0,,,,,,,,,,,,,,,
42,german_credit,xgboost,group_threshold,200.0,0.8,0.7952380952380953,0.8968253968253969,0.8071428571428572,0.8496240601503758,0.5882352941176471,0.71875,1.221875,0.13051470588235292,0.7684210526315789,0.8888888888888888,0.17073170731707318,0.3157894736842105,0.12046783625730995,0.14505776636713733,0.14505776636713733,1.0,0.9078571428571429,0.11,22.0,1.2760187426037024,0.0,0.99,1.0,1.211708721676782,1.0,0.6,-0.039999999999999925,0.2635416666666667,,,,,,,,,,,,,,,
42,german_credit,xgboost,coda_full,200.0,0.8,0.7952380952380953,0.8968253968253969,0.8071428571428572,0.8496240601503758,0.5882352941176471,0.71875,1.221875,0.13051470588235292,0.7684210526315789,0.8888888888888888,0.17073170731707318,0.3157894736842105,0.12046783625730995,0.14505776636713733,0.14505776636713733,1.0,0.9078571428571429,0.11,22.0,1.2760187426037024,0.0,0.99,1.0,1.211708721676782,1.0,0.6,-0.039999999999999925,0.2635416666666667,169.0,30.0,0.31598904441415643,0.6367988833774682,0.5875402406364144,0.7728591552800238,0.10255188465100902,0.5,0.5062909715577548,0.5019163915336784,0.006290971557754821,0.75,0.7290300948074829,0.7436120282210714,0.02096990519251707
42,german_credit,xgboost,coda_no_damping,200.0,0.795,0.786904761904762,0.889763779527559,0.8071428571428572,0.846441947565543,0.5955882352941176,0.71875,1.2067901234567902,0.12316176470588236,0.7684210526315789,0.8888888888888888,0.1951219512195122,0.3157894736842105,0.12046783625730995,0.1206675224646983,0.1206675224646983,1.0,0.9078571428571429,0.105,21.0,1.271228405647595,0.0,0.99,1.0,1.2053216057353056,1.0,0.6,-0.04499999999999993,0.24845679012345678,169.0,0.0,0.3142643085742612,0.6367988833774682,0.5412025478691127,0.775291928385786,0.10416658285813911,0.5,0.5073105474685264,0.502285647346661,0.0073105474685264404,0.75,0.7256315084382438,0.7423811755111296,0.024368491561756245
42,german_credit,xgboost,coda_no_warmup,200.0,0.795,0.786904761904762,0.889763779527559,0.8071428571428572,0.846441947565543,0.5955882352941176,0.71875,1.2067901234567902,0.12316176470588236,0.7684210526315789,0.8888888888888888,0.1951219512195122,0.3157894736842105,0.12046783625730995,0.1206675224646983,0.1206675224646983,1.0,0.9078571428571429,0.105,21.0,1.271228405647595,0.0,0.99,1.0,1.2053216057353056,1.0,0.6,-0.04499999999999993,0.24845679012345678,185.0,36.0,0.45923233190409135,0.8012323301999634,0.6770523023429958,0.775291928385786,0.10416658285813911,0.5,0.5092196685970063,0.5034555276143855,0.009219668597006292,0.75,0.7192677713433127,0.7384815746187143,0.030732228656687344
42,german_credit,xgboost,coda_no_ema,200.0,0.8,0.7952380952380953,0.8968253968253969,0.8071428571428572,0.8496240601503758,0.5882352941176471,0.71875,1.221875,0.13051470588235292,0.7684210526315789,0.8888888888888888,0.17073170731707318,0.3157894736842105,0.12046783625730995,0.14505776636713733,0.14505776636713733,1.0,0.9078571428571429,0.11,22.0,1.2760187426037024,0.0,0.99,1.0,1.211708721676782,1.0,0.6,-0.039999999999999925,0.2635416666666667,169.0,30.0,0.31598904441415643,0.6367988833774682,0.5875402406364144,0.7728591552800238,0.10255188465100902,0.5,0.5067799773927809,0.5021994852537773,0.0067799773927809115,0.75,0.7274000753573958,0.7426683824874081,0.022599924642604186
42,german_credit,xgboost,coda_naive_init,200.0,0.84,0.7904761904761904,0.8648648648648649,0.9142857142857143,0.888888888888889,0.75,0.71875,0.9583333333333334,-0.03125,0.9263157894736842,0.8888888888888888,0.34146341463414637,0.3157894736842105,-0.037426900584795364,-0.02567394094993586,0.037426900584795364,1.0,0.9078571428571429,0.0,0.0,1.0286463404628687,0.0,0.875,1.0,0.9383214916277193,0.8466666666666667,0.41818181818181815,0.0,0.0,22.0,0.0,0.00025338014198499434,0.005451219996477192,0.005451219996477192,0.9028891191688737,0.12879286486764607,0.5,0.4999905291101951,0.49999949866901183,9.470889804907845e-06,0.5,0.5000028412669417,0.5000001503992965,2.8412669417221537e-06
42,german_credit,xgboost,coda_no_overshoot,200.0,0.8,0.7952380952380953,0.8968253968253969,0.8071428571428572,0.8496240601503758,0.5882352941176471,0.71875,1.221875,0.13051470588235292,0.7684210526315789,0.8888888888888888,0.17073170731707318,0.3157894736842105,0.12046783625730995,0.14505776636713733,0.14505776636713733,1.0,0.9078571428571429,0.11,22.0,1.2760187426037024,0.0,0.99,1.0,1.211708721676782,1.0,0.6,-0.039999999999999925,0.2635416666666667,169.0,30.0,0.31598904441415643,0.6367988833774682,0.5875402406364144,0.7728591552800238,0.10255188465100902,0.5,0.5062909715577548,0.5019163915336784,0.006290971557754821,0.75,0.7290300948074829,0.7436120282210714,0.02096990519251707
42,bank_marketing,xgboost,base_model,2233.0,0.74205105239588,0.7361645819088605,0.7875894988066826,0.6238185255198487,0.6962025316455697,0.36672794117647056,0.3834061135371179,1.045478324632542,0.016678172360647336,0.6376237623762376,0.6112115732368897,0.1320754716981132,0.17060810810810811,-0.026412189139347952,0.03853263640999491,0.03853263640999491,1.0,0.7922551582673049,0.0,0.0,1.1184268004878404,0.0,0.7725033587102552,1.0,1.116707084063839,0.7732478240952817,0.6428571428571429,0.0,0.0,,,,,,,,,,,,,,,
42,bank_marketing,xgboost,group_threshold,2233.0,0.7366771159874608,0.7287053050717934,0.8133333333333334,0.5765595463137996,0.6747787610619468,0.33547794117647056,0.33624454148471616,1.002285099001017,0.0007666003082456019,0.6,0.5551537070524413,0.10634648370497427,0.13175675675675674,-0.04484629294755871,0.025410273051782478,0.04484629294755871,1.0,0.7922551582673049,0.03940886699507389,88.0,1.0985998333037827,0.0,0.7232422749664129,1.0,1.0964259948645716,0.722858451672011,0.6428571428571429,-0.005373936408419211,-0.043193225631525056,,,,,,,,,,,,,,,
42,bank_marketing,xgboost,coda_full,2233.0,0.7366771159874608,0.7312464304388047,0.7738927738927739,0.6275992438563327,0.6931106471816284,0.38235294117647056,0.3860262008733624,1.0096069868995634,0.003673259696891862,0.6455445544554456,0.6112115732368897,0.15437392795883362,0.17567567567567569,-0.03433298121855588,0.021301747716842068,0.03433298121855588,1.0,0.7922551582673049,0.05105239587998209,114.0,1.0924146699316797,0.0,0.703537841468876,1.0,1.0900991649012612,0.7027027027027027,0.6666666666666667,-0.005373936408419211,-0.03587133773297868,1745.0,438.0,2.0190545213958386,5.0,2.424402055142288,0.8100492498824847,0.11599708116632829,0.55,0.43000426869223785,0.5001635198615925,0.23999987538480339,0.55,0.5508125088363252,0.48139735923300564,0.23999999999999844
